"","Symbol","Description","NED1","NED2","NED3","NED4","DS1","DS2","DS3","DS4","Biotypes","EntrezID"
"33","RBM6","RNA binding motif protein 6 [Source:HGNC Symbol;Acc:HGNC:9903]",229,269,991,131,149,86,122,305,"protein_coding",10180
"34","CAMKK1","calcium/calmodulin dependent protein kinase kinase 1 [Source:HGNC Symbol;Acc:HGNC:1469]",116,18,110,23,56,41,39,32,"protein_coding",84254
"35","RECQL","RecQ like helicase [Source:HGNC Symbol;Acc:HGNC:9948]",28,50,253,37,33,8,23,142,"protein_coding",5965
"36","VPS50","VPS50 subunit of EARP/GARPII complex [Source:HGNC Symbol;Acc:HGNC:25956]",23,16,81,14,19,6,53,39,"protein_coding",55610
"37","ARHGAP33","Rho GTPase activating protein 33 [Source:HGNC Symbol;Acc:HGNC:23085]",25,17,132,34,24,12,33,25,"protein_coding",115703
"38","NDUFAB1","NADH:ubiquinone oxidoreductase subunit AB1 [Source:HGNC Symbol;Acc:HGNC:7694]",206,173,825,135,136,167,192,374,"protein_coding",4706
"39","PDK4","pyruvate dehydrogenase kinase 4 [Source:HGNC Symbol;Acc:HGNC:8812]",762,184,2051,531,635,496,872,389,"protein_coding",5166
"40","SLC22A16","solute carrier family 22 member 16 [Source:HGNC Symbol;Acc:HGNC:20302]",38,16,37,13,15,9,0,24,"protein_coding",85413
"41","ZMYND10","zinc finger MYND-type containing 10 [Source:HGNC Symbol;Acc:HGNC:19412]",25,10,38,30,16,8,25,5,"protein_coding",51364
"42","SLC25A13","solute carrier family 25 member 13 [Source:HGNC Symbol;Acc:HGNC:10983]",19,28,50,8,4,5,15,7,"protein_coding",10165
"43","ST7","suppression of tumorigenicity 7 [Source:HGNC Symbol;Acc:HGNC:11351]",38,30,177,42,55,20,31,43,"protein_coding",93655
"44","CDC27","cell division cycle 27 [Source:HGNC Symbol;Acc:HGNC:1728]",1720,1265,3254,1206,1131,532,677,958,"protein_coding",996
"45","SLC4A1","solute carrier family 4 member 1 (Diego blood group) [Source:HGNC Symbol;Acc:HGNC:11027]",3984,5285,5417,2639,6539,736,580,2808,"protein_coding",6521
"46","HCCS","holocytochrome c synthase [Source:HGNC Symbol;Acc:HGNC:4837]",35,26,145,20,21,23,92,64,"protein_coding",3052
"47","DVL2","dishevelled segment polarity protein 2 [Source:HGNC Symbol;Acc:HGNC:3086]",17,16,39,19,11,17,33,11,"protein_coding",1856
"48","UPF1","UPF1 RNA helicase and ATPase [Source:HGNC Symbol;Acc:HGNC:9962]",368,127,700,328,337,343,371,249,"protein_coding",5976
"49","SKAP2","src kinase associated phosphoprotein 2 [Source:HGNC Symbol;Acc:HGNC:15687]",359,136,2258,732,363,615,779,571,"protein_coding",8935
"50","SLC25A5","solute carrier family 25 member 5 [Source:HGNC Symbol;Acc:HGNC:10991]",969,645,3330,613,660,562,976,1184,"protein_coding",292
"51","MCUB","mitochondrial calcium uniporter dominant negative subunit beta [Source:HGNC Symbol;Acc:HGNC:26076]",83,93,571,94,81,60,288,220,"protein_coding",55013
"52","POLR2J","RNA polymerase II subunit J [Source:HGNC Symbol;Acc:HGNC:9197]",227,184,588,99,165,126,117,213,"protein_coding",5439
"53","DHX33","DEAH-box helicase 33 [Source:HGNC Symbol;Acc:HGNC:16718]",51,23,151,85,39,20,23,26,"protein_coding",56919
"54","LIG3","DNA ligase 3 [Source:HGNC Symbol;Acc:HGNC:6600]",33,25,193,15,25,38,31,55,"protein_coding",3980
"55","RPAP3","RNA polymerase II associated protein 3 [Source:HGNC Symbol;Acc:HGNC:26151]",109,63,404,81,48,36,114,178,"protein_coding",79657
"56","ACSM3","acyl-CoA synthetase medium chain family member 3 [Source:HGNC Symbol;Acc:HGNC:10522]",8,10,84,24,27,3,35,19,"protein_coding",6296
"57","CIAPIN1","cytokine induced apoptosis inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:28050]",69,49,241,36,38,28,44,85,"protein_coding",57019
"58","SPPL2B","signal peptide peptidase like 2B [Source:HGNC Symbol;Acc:HGNC:30627]",197,119,515,248,140,174,201,174,"protein_coding",56928
"59","FAM214B","family with sequence similarity 214 member B [Source:HGNC Symbol;Acc:HGNC:25666]",273,169,414,190,320,114,130,154,"protein_coding",80256
"60","PRKAR2B","protein kinase cAMP-dependent type II regulatory subunit beta [Source:HGNC Symbol;Acc:HGNC:9392]",248,196,1094,241,185,82,266,224,"protein_coding",5577
"61","MSL3","MSL complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:7370]",109,127,699,124,157,60,130,242,"protein_coding",10943
"62","CREBBP","CREB binding protein [Source:HGNC Symbol;Acc:HGNC:2348]",641,350,2600,1012,761,586,569,511,"protein_coding",1387
"63","TSPOAP1","TSPO associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16831]",152,76,243,104,90,52,38,91,"protein_coding",9256
"64","MPO","myeloperoxidase [Source:HGNC Symbol;Acc:HGNC:7218]",33,28,123,20,58,34,46,23,"protein_coding",4353
"65","GCFC2","GC-rich sequence DNA-binding factor 2 [Source:HGNC Symbol;Acc:HGNC:1317]",7,4,85,13,8,5,23,25,"protein_coding",6936
"66","WDR54","WD repeat domain 54 [Source:HGNC Symbol;Acc:HGNC:25770]",20,34,107,75,10,21,11,44,"protein_coding",84058
"67","CROT","carnitine O-octanoyltransferase [Source:HGNC Symbol;Acc:HGNC:2366]",18,18,92,47,9,8,108,34,"protein_coding",54677
"68","RHBDD2","rhomboid domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23082]",182,69,762,150,219,178,262,151,"protein_coding",57414
"69","IBTK","inhibitor of Bruton tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:17853]",52,36,242,28,57,35,80,124,"protein_coding",25998
"70","ZNF195","zinc finger protein 195 [Source:HGNC Symbol;Acc:HGNC:12986]",15,7,114,17,8,11,7,51,"protein_coding",7748
"71","MYCBP2","MYC binding protein 2 [Source:HGNC Symbol;Acc:HGNC:23386]",324,191,1770,337,261,190,386,419,"protein_coding",23077
"72","ITGAL","integrin subunit alpha L [Source:HGNC Symbol;Acc:HGNC:6148]",134,51,165,43,121,88,44,52,"protein_coding",3683
"73","PDK2","pyruvate dehydrogenase kinase 2 [Source:HGNC Symbol;Acc:HGNC:8810]",213,132,868,178,231,205,203,173,"protein_coding",5164
"74","ITGA3","integrin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6139]",8,9,34,15,3,11,17,11,"protein_coding",3675
"75","ZFX","zinc finger protein X-linked [Source:HGNC Symbol;Acc:HGNC:12869]",220,182,1999,279,256,156,286,269,"protein_coding",7543
"76","LAMP2","lysosomal associated membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:6501]",2041,245,6428,2772,2534,2110,3335,1760,"protein_coding",3920
"77","ITGA2B","integrin subunit alpha 2b [Source:HGNC Symbol;Acc:HGNC:6138]",240,92,622,192,97,77,278,236,"protein_coding",3674
"78","GDE1","glycerophosphodiester phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:29644]",909,553,1256,622,702,365,341,466,"protein_coding",51573
"79","REX1BD","required for excision 1-B domain containing [Source:HGNC Symbol;Acc:HGNC:26098]",15,23,100,9,13,8,29,52,"protein_coding",55049
"80","OSBPL7","oxysterol binding protein like 7 [Source:HGNC Symbol;Acc:HGNC:16387]",45,29,130,34,47,25,41,38,"protein_coding",114881
"81","MAP3K14","mitogen-activated protein kinase kinase kinase 14 [Source:HGNC Symbol;Acc:HGNC:6853]",120,63,325,172,78,64,93,72,"protein_coding",9020
"82","AP2B1","adaptor related protein complex 2 subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:563]",919,557,3687,826,1127,638,770,819,"protein_coding",163
"83","SPATA20","spermatogenesis associated 20 [Source:HGNC Symbol;Acc:HGNC:26125]",4,10,77,31,17,27,26,21,"protein_coding",64847
"84","TNFRSF12A","TNF receptor superfamily member 12A [Source:HGNC Symbol;Acc:HGNC:18152]",50,1,108,15,38,26,53,13,"protein_coding",51330
"85","MAP3K9","mitogen-activated protein kinase kinase kinase 9 [Source:HGNC Symbol;Acc:HGNC:6861]",9,28,119,32,14,13,15,41,"protein_coding",4293
"86","KDM7A","lysine demethylase 7A [Source:HGNC Symbol;Acc:HGNC:22224]",1058,924,3135,863,718,362,534,887,"protein_coding",80853
"87","ALDH3B1","aldehyde dehydrogenase 3 family member B1 [Source:HGNC Symbol;Acc:HGNC:410]",184,37,511,134,155,206,217,123,"protein_coding",221
"88","TTC22","tetratricopeptide repeat domain 22 [Source:HGNC Symbol;Acc:HGNC:26067]",30,20,114,25,20,19,18,15,"protein_coding",55001
"89","PHTF2","putative homeodomain transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:13411]",84,62,368,95,58,39,132,80,"protein_coding",57157
"90","FARP2","FERM, ARH/RhoGEF and pleckstrin domain protein 2 [Source:HGNC Symbol;Acc:HGNC:16460]",12,9,78,22,9,8,11,28,"protein_coding",9855
"91","DBF4","DBF4 zinc finger [Source:HGNC Symbol;Acc:HGNC:17364]",39,28,157,18,29,16,42,76,"protein_coding",10926
"92","TBXA2R","thromboxane A2 receptor [Source:HGNC Symbol;Acc:HGNC:11608]",29,14,94,113,21,29,30,20,"protein_coding",6915
"93","IFRD1","interferon related developmental regulator 1 [Source:HGNC Symbol;Acc:HGNC:5456]",72,9,152,70,68,57,34,17,"protein_coding",3475
"94","COX10","cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10 [Source:HGNC Symbol;Acc:HGNC:2260]",145,116,717,253,139,69,174,157,"protein_coding",1352
"95","PAF1","PAF1 homolog, Paf1/RNA polymerase II complex component [Source:HGNC Symbol;Acc:HGNC:25459]",274,148,698,125,93,206,156,309,"protein_coding",54623
"96","VPS41","VPS41 subunit of HOPS complex [Source:HGNC Symbol;Acc:HGNC:12713]",99,89,439,99,66,39,87,265,"protein_coding",27072
"97","ELAC2","elaC ribonuclease Z 2 [Source:HGNC Symbol;Acc:HGNC:14198]",115,74,500,133,100,77,127,163,"protein_coding",60528
"98","ARSD","arylsulfatase D [Source:HGNC Symbol;Acc:HGNC:717]",32,22,173,35,60,31,56,37,"protein_coding",414
"99","ADIPOR2","adiponectin receptor 2 [Source:HGNC Symbol;Acc:HGNC:24041]",147,76,400,121,136,65,216,156,"protein_coding",79602
"100","MARK4","microtubule affinity regulating kinase 4 [Source:HGNC Symbol;Acc:HGNC:13538]",160,103,323,216,153,85,74,202,"protein_coding",57787
"101","CCDC124","coiled-coil domain containing 124 [Source:HGNC Symbol;Acc:HGNC:25171]",328,366,792,188,201,105,102,297,"protein_coding",115098
"102","CEACAM21","CEA cell adhesion molecule 21 [Source:HGNC Symbol;Acc:HGNC:28834]",34,13,246,45,37,35,43,44,"protein_coding",90273
"103","PAFAH1B1","platelet activating factor acetylhydrolase 1b regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:8574]",370,223,1274,361,321,252,283,398,"protein_coding",5048
"104","KIAA0100","KIAA0100 [Source:HGNC Symbol;Acc:HGNC:28960]",265,143,997,195,175,109,190,302,"protein_coding",9703
"105","GAS7","growth arrest specific 7 [Source:HGNC Symbol;Acc:HGNC:4169]",580,111,2227,661,632,303,368,713,"protein_coding",8522
"106","TRAPPC6A","trafficking protein particle complex subunit 6A [Source:HGNC Symbol;Acc:HGNC:23069]",140,135,500,104,62,85,121,163,"protein_coding",79090
"107","MATK","megakaryocyte-associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6906]",305,174,683,221,170,110,214,441,"protein_coding",4145
"108","TKTL1","transketolase like 1 [Source:HGNC Symbol;Acc:HGNC:11835]",30,2,292,47,1,4,10,17,"protein_coding",8277
"109","RPUSD1","RNA pseudouridine synthase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14173]",33,22,111,15,33,15,33,30,"protein_coding",113000
"110","LUC7L","LUC7 like [Source:HGNC Symbol;Acc:HGNC:6723]",310,362,1097,246,141,111,273,449,"protein_coding",55692
"111","CACNA2D2","calcium voltage-gated channel auxiliary subunit alpha2delta 2 [Source:HGNC Symbol;Acc:HGNC:1400]",14,9,46,19,17,8,5,52,"protein_coding",9254
"112","BAIAP3","BAI1 associated protein 3 [Source:HGNC Symbol;Acc:HGNC:948]",30,14,167,115,7,78,15,17,"protein_coding",8938
"113","TSR3","TSR3 ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:14175]",306,196,603,256,146,219,271,259,"protein_coding",115939
"114","PIGQ","phosphatidylinositol glycan anchor biosynthesis class Q [Source:HGNC Symbol;Acc:HGNC:14135]",194,146,423,139,161,131,111,124,"protein_coding",9091
"115","DNAJC11","DnaJ heat shock protein family (Hsp40) member C11 [Source:HGNC Symbol;Acc:HGNC:25570]",52,65,185,56,28,30,11,125,"protein_coding",55735
"116","MYLIP","myosin regulatory light chain interacting protein [Source:HGNC Symbol;Acc:HGNC:21155]",51,16,190,57,134,39,57,47,"protein_coding",29116
"117","E2F2","E2F transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:3114]",1064,526,764,483,472,266,43,229,"protein_coding",1870
"118","PSMB1","proteasome 20S subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:9537]",276,223,797,134,139,187,180,553,"protein_coding",5689
"119","JARID2","jumonji and AT-rich interaction domain containing 2 [Source:HGNC Symbol;Acc:HGNC:6196]",513,212,2327,796,482,363,552,462,"protein_coding",3720
"120","NADK","NAD kinase [Source:HGNC Symbol;Acc:HGNC:29831]",1443,139,3505,1198,1435,1559,1391,600,"protein_coding",65220
"121","CYTH3","cytohesin 3 [Source:HGNC Symbol;Acc:HGNC:9504]",39,27,86,95,19,13,70,33,"protein_coding",9265
"122","SYPL1","synaptophysin like 1 [Source:HGNC Symbol;Acc:HGNC:11507]",276,168,1002,296,227,200,320,293,"protein_coding",6856
"123","CYB561","cytochrome b561 [Source:HGNC Symbol;Acc:HGNC:2571]",33,24,190,46,23,43,45,62,"protein_coding",1534
"124","SPAG9","sperm associated antigen 9 [Source:HGNC Symbol;Acc:HGNC:14524]",549,237,2451,752,481,294,389,535,"protein_coding",9043
"125","SS18L2","SS18 like 2 [Source:HGNC Symbol;Acc:HGNC:15593]",76,89,123,18,25,42,31,36,"protein_coding",51188
"126","MPND","MPN domain containing [Source:HGNC Symbol;Acc:HGNC:25934]",23,15,70,18,21,20,17,17,"protein_coding",84954
"127","MGST1","microsomal glutathione S-transferase 1 [Source:HGNC Symbol;Acc:HGNC:7061]",113,20,589,36,48,70,129,124,"protein_coding",4257
"128","CRY1","cryptochrome circadian regulator 1 [Source:HGNC Symbol;Acc:HGNC:2384]",17,14,91,11,14,13,3,12,"protein_coding",1407
"129","PGLYRP1","peptidoglycan recognition protein 1 [Source:HGNC Symbol;Acc:HGNC:8904]",329,142,1142,326,754,606,687,203,"protein_coding",8993
"130","ST3GAL1","ST3 beta-galactoside alpha-2,3-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10862]",214,170,678,246,257,122,206,171,"protein_coding",6482
"131","MMP25","matrix metallopeptidase 25 [Source:HGNC Symbol;Acc:HGNC:14246]",29,9,44,35,35,54,35,5,"protein_coding",64386
"132","IL32","interleukin 32 [Source:HGNC Symbol;Acc:HGNC:16830]",17,14,41,20,4,15,6,33,"protein_coding",9235
"133","MED24","mediator complex subunit 24 [Source:HGNC Symbol;Acc:HGNC:22963]",272,222,908,199,160,153,235,227,"protein_coding",9862
"134","RHOBTB2","Rho related BTB domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18756]",137,53,334,72,76,52,76,67,"protein_coding",23221
"135","HEATR5B","HEAT repeat containing 5B [Source:HGNC Symbol;Acc:HGNC:29273]",301,196,1596,335,248,172,368,360,"protein_coding",54497
"136","SEC62","SEC62 homolog, preprotein translocation factor [Source:HGNC Symbol;Acc:HGNC:11846]",520,972,1200,238,145,105,174,703,"protein_coding",7095
"137","RPS20","ribosomal protein S20 [Source:HGNC Symbol;Acc:HGNC:10405]",1147,3398,6179,665,479,607,791,3356,"protein_coding",6224
"138","UBE3C","ubiquitin protein ligase E3C [Source:HGNC Symbol;Acc:HGNC:16803]",102,63,519,101,84,62,116,124,"protein_coding",9690
"139","REV3L","REV3 like, DNA directed polymerase zeta catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9968]",62,33,352,59,45,23,70,70,"protein_coding",5980
"140","TENM1","teneurin transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:8117]",18,13,172,66,46,14,28,27,"protein_coding",10178
"141","FAM76A","family with sequence similarity 76 member A [Source:HGNC Symbol;Acc:HGNC:28530]",77,88,344,87,59,51,95,101,"protein_coding",199870
"142","POMT2","protein O-mannosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:19743]",9,4,63,21,9,9,13,7,"protein_coding",29954
"143","VTA1","vesicle trafficking 1 [Source:HGNC Symbol;Acc:HGNC:20954]",86,22,249,62,47,50,51,59,"protein_coding",51534
"144","BAZ1B","bromodomain adjacent to zinc finger domain 1B [Source:HGNC Symbol;Acc:HGNC:961]",21,53,106,26,5,10,20,88,"protein_coding",9031
"145","RANBP9","RAN binding protein 9 [Source:HGNC Symbol;Acc:HGNC:13727]",126,140,449,130,150,78,91,94,"protein_coding",10048
"146","ETV7","ETS variant transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:18160]",4,2,36,3,21,11,14,6,"protein_coding",51513
"147","SPRTN","SprT-like N-terminal domain [Source:HGNC Symbol;Acc:HGNC:25356]",48,26,307,67,46,40,59,98,"protein_coding",83932
"148","METTL13","methyltransferase 13, eEF1A lysine and N-terminal methyltransferase [Source:HGNC Symbol;Acc:HGNC:24248]",24,15,87,18,13,14,19,47,"protein_coding",51603
"149","UQCRC1","ubiquinol-cytochrome c reductase core protein 1 [Source:HGNC Symbol;Acc:HGNC:12585]",91,59,344,43,99,58,61,84,"protein_coding",7384
"150","STARD3NL","STARD3 N-terminal like [Source:HGNC Symbol;Acc:HGNC:19169]",133,44,329,88,55,49,114,98,"protein_coding",83930
"151","CD9","CD9 molecule [Source:HGNC Symbol;Acc:HGNC:1709]",371,85,676,322,138,185,439,335,"protein_coding",928
"152","NCAPD2","non-SMC condensin I complex subunit D2 [Source:HGNC Symbol;Acc:HGNC:24305]",311,305,1406,454,284,225,276,390,"protein_coding",9918
"153","IFFO1","intermediate filament family orphan 1 [Source:HGNC Symbol;Acc:HGNC:24970]",53,54,319,113,117,80,110,211,"protein_coding",25900
"154","GIPR","gastric inhibitory polypeptide receptor [Source:HGNC Symbol;Acc:HGNC:4271]",16,8,39,25,12,28,14,16,"protein_coding",2696
"155","NISCH","nischarin [Source:HGNC Symbol;Acc:HGNC:18006]",134,95,628,154,154,129,138,160,"protein_coding",11188
"156","STAB1","stabilin 1 [Source:HGNC Symbol;Acc:HGNC:18628]",119,23,207,70,43,73,99,135,"protein_coding",23166
"157","FUZ","fuzzy planar cell polarity protein [Source:HGNC Symbol;Acc:HGNC:26219]",123,25,143,136,62,69,121,62,"protein_coding",80199
"158","ZNF200","zinc finger protein 200 [Source:HGNC Symbol;Acc:HGNC:12993]",76,28,255,107,66,76,106,45,"protein_coding",7752
"159","CD4","CD4 molecule [Source:HGNC Symbol;Acc:HGNC:1678]",897,461,3784,597,541,663,845,1109,"protein_coding",920
"160","LRRC23","leucine rich repeat containing 23 [Source:HGNC Symbol;Acc:HGNC:19138]",23,10,46,10,5,0,2,19,"protein_coding",10233
"161","BTK","Bruton tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:1133]",176,42,579,154,90,69,139,197,"protein_coding",695
"162","HFE","homeostatic iron regulator [Source:HGNC Symbol;Acc:HGNC:4886]",21,10,96,32,21,14,9,24,"protein_coding",3077
"163","SCMH1","Scm polycomb group protein homolog 1 [Source:HGNC Symbol;Acc:HGNC:19003]",77,51,412,159,53,56,142,83,"protein_coding",22955
"164","FYN","FYN proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:4037]",587,733,3464,636,602,341,534,1014,"protein_coding",2534
"165","HIVEP2","HIVEP zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:4921]",73,79,557,135,97,68,57,74,"protein_coding",3097
"166","ELOA","elongin A [Source:HGNC Symbol;Acc:HGNC:11620]",154,90,663,151,122,78,110,174,"protein_coding",6924
"167","LYPLA2","lysophospholipase 2 [Source:HGNC Symbol;Acc:HGNC:6738]",243,151,954,359,200,277,333,314,"protein_coding",11313
"168","CLCN6","chloride voltage-gated channel 6 [Source:HGNC Symbol;Acc:HGNC:2024]",59,17,344,66,79,50,81,90,"protein_coding",1185
"169","TSPAN9","tetraspanin 9 [Source:HGNC Symbol;Acc:HGNC:21640]",41,13,98,15,17,24,56,32,"protein_coding",10867
"170","BTBD7","BTB domain containing 7 [Source:HGNC Symbol;Acc:HGNC:18269]",168,50,777,213,175,135,301,182,"protein_coding",55727
"171","APBA3","amyloid beta precursor protein binding family A member 3 [Source:HGNC Symbol;Acc:HGNC:580]",140,92,586,186,106,116,182,160,"protein_coding",9546
"172","MKS1","MKS transition zone complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:7121]",31,12,80,11,8,19,21,14,"protein_coding",54903
"173","ABHD5","abhydrolase domain containing 5, lysophosphatidic acid acyltransferase [Source:HGNC Symbol;Acc:HGNC:21396]",405,46,2101,731,521,356,526,389,"protein_coding",51099
"174","AKAP8L","A-kinase anchoring protein 8 like [Source:HGNC Symbol;Acc:HGNC:29857]",225,160,540,162,91,99,147,260,"protein_coding",26993
"175","MBTD1","mbt domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19866]",187,148,799,254,119,87,159,315,"protein_coding",54799
"176","UTP18","UTP18 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:24274]",66,62,286,32,27,41,54,102,"protein_coding",51096
"177","RNF216","ring finger protein 216 [Source:HGNC Symbol;Acc:HGNC:21698]",492,391,2422,768,586,359,627,603,"protein_coding",54476
"178","TTC19","tetratricopeptide repeat domain 19 [Source:HGNC Symbol;Acc:HGNC:26006]",73,36,359,119,71,74,124,104,"protein_coding",54902
"179","PTBP1","polypyrimidine tract binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9583]",773,448,2474,1014,733,680,719,560,"protein_coding",5725
"180","LARS2","leucyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:17095]",28,30,193,47,26,12,24,29,"protein_coding",23395
"181","PLAUR","plasminogen activator, urokinase receptor [Source:HGNC Symbol;Acc:HGNC:9053]",809,144,1932,443,775,1028,855,607,"protein_coding",5329
"182","WIZ","WIZ zinc finger [Source:HGNC Symbol;Acc:HGNC:30917]",130,97,330,87,137,102,100,108,"protein_coding",58525
"183","RABGAP1","RAB GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:17155]",140,128,698,138,135,94,163,198,"protein_coding",23637
